total_sessions,winning_sessions,losing_sessions,push_sessions,session_win_rate,total_hands,total_wagered,total_won,net_result,expected_value_per_hand,main_wagered,main_won,main_ev_per_hand,bonus_wagered,bonus_won,bonus_ev_per_hand,session_profit_mean,session_profit_std,session_profit_median,session_profit_min,session_profit_max
100000,30546,69385,69,0.30546,9012896,190513160.0,183003340.0,-7509820.0,-0.8332305176937579,55319720.0,47809900.0,-0.8332305176937579,135193440.0,135193440.0,0.0,-75.0982,534.1511799402771,-400.0,-420.0,16530.0
