total_sessions,winning_sessions,losing_sessions,push_sessions,session_win_rate,total_hands,total_wagered,total_won,net_result,expected_value_per_hand,main_wagered,main_won,main_ev_per_hand,bonus_wagered,bonus_won,bonus_ev_per_hand,session_profit_mean,session_profit_std,session_profit_median,session_profit_min,session_profit_max
100000,33326,66674,0,0.33326,379555,13717460.0,13154015.0,-563445.0,-1.484488414063838,2330810.0,1767365.0,-1.484488414063838,11386650.0,11386650.0,0.0,-5.63445,202.83336051280833,-85.0,-110.0,16145.0
