total_sessions,winning_sessions,losing_sessions,push_sessions,session_win_rate,total_hands,total_wagered,total_won,net_result,expected_value_per_hand,main_wagered,main_won,main_ev_per_hand,bonus_wagered,bonus_won,bonus_ev_per_hand,session_profit_mean,session_profit_std,session_profit_median,session_profit_min,session_profit_max
100000,28836,71164,0,0.28836,1168593,27244385.0,26244850.0,-999535.0,-0.8553320103748696,9715490.0,8715955.0,-0.8553320103748696,17528895.0,17528895.0,0.0,-9.99535,231.54479557593405,-100.0,-130.0,30105.0
