total_sessions,winning_sessions,losing_sessions,push_sessions,session_win_rate,total_hands,total_wagered,total_won,net_result,expected_value_per_hand,main_wagered,main_won,main_ev_per_hand,bonus_wagered,bonus_won,bonus_ev_per_hand,session_profit_mean,session_profit_std,session_profit_median,session_profit_min,session_profit_max
100000,35406,64594,0,0.35406,992987,22822450.0,22134560.0,-687890.0,-0.6927482434311829,22822450.0,22134560.0,-0.6927482434311829,0.0,0.0,0.0,-6.8789,283.5294263813656,-105.0,-245.0,30005.0
