total_sessions,winning_sessions,losing_sessions,push_sessions,session_win_rate,total_hands,total_wagered,total_won,net_result,expected_value_per_hand,main_wagered,main_won,main_ev_per_hand,bonus_wagered,bonus_won,bonus_ev_per_hand,session_profit_mean,session_profit_std,session_profit_median,session_profit_min,session_profit_max
100000,33885,66115,0,0.33885,2687663,16499755.0,16047720.0,-452035.0,-0.1681888689169736,16499755.0,16047720.0,-0.1681888689169736,0.0,0.0,0.0,-4.52035,136.11355169441083,-50.0,-60.0,15015.0
